customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,snapshot_date,churn_next_60d,split,pre_snapshot_orders,pre_snapshot_spend,avg_order_value,avg_discount,return_rate,returned_orders,avg_rating,categories_bought,last_order_date,recency_days,ticket_count,negative_ticket_rate,avg_resolution_hours,reopened_rate,snapshot_date_web,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,snapshot_date_campaign,last_campaign_received,last_campaign_cost,manual_priority_bucket,loyalty_status,skin_status,days_since_signup
CUST00651,2024-05-12,Tier 1,18-24,Referral,Silver,Wellness,Combination,Yes,2025-09-30,0,train,7,5105.77,729.3957142857143,0.36,0.0,0,3.2857142857142856,4,2025-08-27,34,0.0,0.0,0.0,0.0,2025-09-30,6,16,1,1,0,6,2,5,2025-09-30,none,0,low,Silver,Combination,506
CUST00652,2024-09-24,Tier 1,25-34,Organic,Gold,Skin Care,Oily,Yes,2025-09-30,0,validation,4,4491.29,1122.8225,0.34249999999999997,0.0,0,5.0,3,2025-07-17,75,0.0,0.0,0.0,0.0,2025-09-30,13,71,2,3,1,4,2,13,2025-09-30,bundle_discount,18,medium,Gold,Oily,371
CUST00653,2025-05-13,Tier 1,25-34,Google Search,,Fragrance,Sensitive,No,2025-09-30,0,train,2,2037.83,1018.915,0.235,0.0,0,4.5,2,2025-08-29,32,0.0,0.0,0.0,0.0,2025-09-30,19,86,2,4,0,0,0,11,2025-09-30,none,40,low,Not enrolled,Sensitive,140
CUST00654,2024-04-16,Tier 3,35-44,Referral,,Fragrance,Oily,No,2025-09-30,0,train,6,5827.77,971.2950000000001,0.15,0.3333333333333333,2,4.0,4,2025-09-22,8,2.0,1.0,31.05,0.0,2025-09-30,8,21,3,1,2,0,0,0,2025-09-30,welcome_offer,25,medium,Not enrolled,Oily,532
CUST00655,2024-04-14,Tier 1,35-44,Instagram,Silver,Fragrance,Sensitive,Yes,2025-09-30,0,train,8,5295.41,661.92625,0.27875,0.0,0,4.25,5,2025-07-13,79,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,0,0,15,2025-09-30,none,12,high,Silver,Sensitive,534
CUST00656,2024-04-11,Tier 1,18-24,Organic,,Skin Care,Combination,No,2025-09-30,0,train,4,3207.37,801.8425,0.22999999999999998,0.0,0,2.75,2,2025-07-25,67,1.0,1.0,30.8,0.0,2025-09-30,16,41,3,1,2,0,0,6,2025-09-30,bundle_discount,25,medium,Not enrolled,Combination,537
CUST00657,2024-10-20,Tier 1,25-34,Google Search,Silver,Hair Care,,Yes,2025-09-30,1,test,4,1287.49,321.8725,0.325,0.25,1,3.0,3,2025-07-29,63,1.0,1.0,28.5,1.0,2025-09-30,5,26,2,0,1,3,1,8,2025-09-30,new_launch,12,medium,Silver,Missing,345
CUST00658,2024-05-21,Tier 1,35-44,Google Search,,Fragrance,,Yes,2025-09-30,1,train,2,2355.97,1177.985,0.27,0.0,0,3.0,2,2025-02-23,219,1.0,1.0,23.8,0.0,2025-09-30,3,9,1,0,1,5,1,29,2025-09-30,free_shipping,0,high,Not enrolled,Missing,497
CUST00659,2025-06-13,Tier 1,45+,Google Search,Platinum,Skin Care,Oily,Yes,2025-09-30,0,validation,1,883.27,883.27,0.37,0.0,0,5.0,1,2025-09-14,16,0.0,0.0,0.0,0.0,2025-09-30,21,105,5,6,4,11,4,0,2025-09-30,welcome_offer,18,low,Platinum,Oily,109
CUST00660,2025-08-11,Tier 2,18-24,Marketplace,Silver,Hair Care,Sensitive,Yes,2025-09-30,0,test,1,573.43,573.43,0.16,0.0,0,5.0,1,2025-08-18,43,0.0,0.0,0.0,0.0,2025-09-30,7,29,2,2,0,5,2,8,2025-09-30,bundle_discount,40,medium,Silver,Sensitive,50
CUST00661,2024-11-17,Tier 1,45+,Google Search,,Wellness,,Yes,2025-09-30,1,train,3,1105.96,368.65333333333336,0.3833333333333333,0.0,0,4.666666666666667,3,2025-04-03,180,1.0,0.0,3.3,0.0,2025-09-30,1,5,0,0,0,0,0,33,2025-09-30,welcome_offer,40,high,Not enrolled,Missing,317
CUST00662,2025-03-28,Tier 3,35-44,Organic,,Skin Care,Sensitive,Yes,2025-09-30,1,train,1,852.96,852.96,0.27,0.0,0,4.0,1,2025-05-29,124,0.0,0.0,0.0,0.0,2025-09-30,2,10,1,0,0,0,0,28,2025-09-30,bundle_discount,0,high,Not enrolled,Sensitive,186
CUST00663,2024-05-09,Tier 2,25-34,Instagram,,Hair Care,Sensitive,No,2025-09-30,1,train,8,5700.78,712.5975,0.3375,0.125,1,3.875,4,2025-07-28,64,2.0,1.0,40.25,0.0,2025-09-30,14,35,2,2,1,0,0,26,2025-09-30,none,40,medium,Not enrolled,Sensitive,509
CUST00664,2025-08-29,Tier 3,25-34,Google Search,,Hair Care,,Yes,2025-09-30,0,train,1,237.27,237.27,0.34,0.0,0,4.0,1,2025-09-10,20,1.0,0.0,16.2,0.0,2025-09-30,1,3,0,0,0,0,0,0,2025-09-30,bundle_discount,12,high,Not enrolled,Missing,32
CUST00665,2024-02-18,Tier 3,35-44,Referral,,Skin Care,Sensitive,No,2025-09-30,0,train,9,6480.29,720.0322222222222,0.1788888888888889,0.1111111111111111,1,4.222222222222222,3,2025-08-26,35,2.0,1.0,33.8,0.0,2025-09-30,3,9,1,0,0,0,0,3,2025-09-30,new_launch,40,medium,Not enrolled,Sensitive,590
CUST00666,2025-06-30,Tier 1,35-44,Google Search,Silver,Fragrance,Normal,Yes,2025-09-30,0,train,1,540.99,540.99,0.32,0.0,0,5.0,1,2025-09-27,3,1.0,1.0,10.1,0.0,2025-09-30,1,6,1,0,0,3,1,10,2025-09-30,bundle_discount,18,high,Silver,Normal,92
CUST00667,2024-12-01,Tier 1,25-34,Organic,,Skin Care,Combination,No,2025-09-30,0,test,5,5036.26,1007.2520000000001,0.264,0.2,1,4.8,4,2025-09-05,25,2.0,1.0,37.2,0.0,2025-09-30,7,21,4,2,1,0,0,9,2025-09-30,free_shipping,40,low,Not enrolled,Combination,303
CUST00668,2025-05-02,Tier 1,18-24,Marketplace,,Baby Care,Combination,No,2025-09-30,1,train,2,952.4100000000001,476.20500000000004,0.16,0.0,0,4.5,2,2025-08-19,42,0.0,0.0,0.0,0.0,2025-09-30,3,12,2,0,1,0,0,10,2025-09-30,new_launch,18,medium,Not enrolled,Combination,151
CUST00669,2025-05-16,Tier 1,35-44,Instagram,,Hair Care,Combination,Yes,2025-09-30,0,train,3,2774.7599999999998,924.92,0.24333333333333332,0.0,0,3.0,3,2025-08-04,57,0.0,0.0,0.0,0.0,2025-09-30,1,6,0,0,0,0,0,0,2025-09-30,none,40,medium,Not enrolled,Combination,137
CUST00670,2024-08-05,Tier 1,25-34,Instagram,,Wellness,Oily,Yes,2025-09-30,1,train,4,3756.69,939.1725,0.345,0.0,0,3.75,2,2025-01-31,242,1.0,1.0,30.9,0.0,2025-09-30,0,0,0,0,0,2,1,52,2025-09-30,none,18,high,Not enrolled,Oily,421
CUST00671,2024-02-11,Tier 1,25-34,Google Search,,Skin Care,Oily,No,2025-09-30,0,train,8,5453.93,681.74125,0.3325,0.0,0,4.0,4,2025-09-28,2,1.0,0.0,18.2,0.0,2025-09-30,13,53,4,2,2,0,0,7,2025-09-30,bundle_discount,12,low,Not enrolled,Oily,597
CUST00672,2024-11-08,Tier 1,35-44,Organic,,Skin Care,Sensitive,Yes,2025-09-30,1,train,1,434.37,434.37,0.47,0.0,0,4.0,1,2025-05-12,141,0.0,0.0,0.0,0.0,2025-09-30,10,38,4,2,2,7,3,18,2025-09-30,none,25,high,Not enrolled,Sensitive,326
CUST00673,2025-04-08,Tier 3,45+,Referral,Silver,Baby Care,Dry,Yes,2025-09-30,1,train,1,1297.2,1297.2,0.36,0.0,0,2.0,1,2025-06-04,118,0.0,0.0,0.0,0.0,2025-09-30,1,3,0,0,0,2,1,28,2025-09-30,none,12,high,Silver,Dry,175
CUST00674,2024-11-29,Tier 2,18-24,Marketplace,,Wellness,Sensitive,Yes,2025-09-30,1,train,8,4178.67,522.33375,0.28875,0.0,0,4.0,4,2025-08-05,56,0.0,0.0,0.0,0.0,2025-09-30,14,61,4,3,1,4,0,12,2025-09-30,free_shipping,40,medium,Not enrolled,Sensitive,305
CUST00675,2024-03-31,Tier 2,35-44,Referral,Silver,Makeup,Normal,Yes,2025-09-30,0,train,5,6478.51,1295.702,0.26799999999999996,0.0,0,4.2,3,2025-05-23,130,0.0,0.0,0.0,0.0,2025-09-30,8,47,1,0,1,4,1,35,2025-09-30,bundle_discount,12,high,Silver,Normal,548
CUST00676,2025-07-08,Tier 1,25-34,Referral,,Hair Care,Oily,Yes,2025-09-30,0,test,1,714.17,714.17,0.4,0.0,0,1.0,1,2025-09-24,6,1.0,1.0,21.1,0.0,2025-09-30,9,27,3,2,1,5,2,0,2025-09-30,welcome_offer,0,medium,Not enrolled,Oily,84
CUST00677,2024-07-29,Tier 2,25-34,Organic,,Fragrance,Normal,Yes,2025-09-30,0,train,1,291.61,291.61,0.36,0.0,0,2.0,1,2025-09-24,6,0.0,0.0,0.0,0.0,2025-09-30,1,4,0,0,0,0,0,13,2025-09-30,free_shipping,12,high,Not enrolled,Normal,428
CUST00678,2024-12-14,Tier 1,25-34,Organic,,Skin Care,Oily,No,2025-09-30,1,train,2,1145.87,572.935,0.295,0.0,0,2.5,1,2025-03-18,196,0.0,0.0,0.0,0.0,2025-09-30,1,5,0,0,0,0,0,26,2025-09-30,none,12,high,Not enrolled,Oily,290
CUST00679,2024-04-01,Tier 3,18-24,Marketplace,,Wellness,Dry,Yes,2025-09-30,0,train,8,6252.95,781.61875,0.33,0.0,0,3.75,5,2025-07-09,83,2.0,0.5,28.35,0.0,2025-09-30,3,17,1,0,0,9,3,18,2025-09-30,free_shipping,18,high,Not enrolled,Dry,547
CUST00680,2025-02-26,Tier 1,35-44,Influencer,Gold,Skin Care,Dry,No,2025-09-30,1,train,1,1087.83,1087.83,0.29,0.0,0,5.0,1,2025-02-27,215,0.0,0.0,0.0,0.0,2025-09-30,1,5,1,0,1,0,0,41,2025-09-30,new_launch,12,high,Gold,Dry,216
CUST00681,2025-01-29,Tier 1,45+,Google Search,,Skin Care,Oily,Yes,2025-09-30,1,train,1,1372.4,1372.4,0.41,1.0,1,3.0,1,2025-03-03,211,1.0,1.0,15.0,0.0,2025-09-30,1,5,0,0,0,1,0,35,2025-09-30,welcome_offer,18,high,Not enrolled,Oily,244
CUST00682,2025-08-23,Tier 1,35-44,Referral,Silver,Hair Care,Combination,Yes,2025-09-30,0,train,1,1238.23,1238.23,0.17,0.0,0,3.0,1,2025-09-11,19,1.0,1.0,22.7,0.0,2025-09-30,6,28,1,1,0,5,1,7,2025-09-30,new_launch,0,medium,Silver,Combination,38
CUST00683,2024-05-25,Tier 3,25-34,Organic,,Hair Care,Normal,Yes,2025-09-30,0,validation,3,3422.7,1140.8999999999999,0.25,0.0,0,4.0,2,2025-09-30,0,2.0,0.5,13.25,0.5,2025-09-30,7,38,3,1,2,5,1,0,2025-09-30,none,18,medium,Not enrolled,Normal,493
CUST00684,2024-10-23,Tier 1,25-34,Instagram,Gold,Skin Care,Sensitive,No,2025-09-30,1,validation,4,2472.73,618.1825,0.23750000000000002,0.0,0,4.0,3,2025-05-13,140,1.0,1.0,58.5,1.0,2025-09-30,2,10,1,0,0,0,0,2,2025-09-30,new_launch,12,high,Gold,Sensitive,342
CUST00685,2025-08-22,Tier 1,35-44,Instagram,,Skin Care,Oily,Yes,2025-09-30,0,train,1,1158.09,1158.09,0.44,0.0,0,5.0,1,2025-09-28,2,0.0,0.0,0.0,0.0,2025-09-30,3,13,2,1,1,3,1,0,2025-09-30,bundle_discount,40,low,Not enrolled,Oily,39
CUST00686,2024-10-13,Tier 1,35-44,Referral,Silver,Fragrance,Sensitive,Yes,2025-09-30,1,train,3,1409.0900000000001,469.6966666666667,0.2866666666666667,0.0,0,4.333333333333333,3,2025-05-26,127,0.0,0.0,0.0,0.0,2025-09-30,21,73,10,1,3,7,1,20,2025-09-30,none,0,high,Silver,Sensitive,352
CUST00687,2024-11-25,Tier 2,25-34,Marketplace,,Makeup,,No,2025-09-30,1,train,5,4129.24,825.848,0.23600000000000004,0.0,0,4.0,4,2025-06-05,117,0.0,0.0,0.0,0.0,2025-09-30,1,4,0,0,0,0,0,34,2025-09-30,welcome_offer,40,high,Not enrolled,Missing,309
CUST00688,2024-06-26,Tier 3,25-34,Marketplace,Silver,Baby Care,,Yes,2025-09-30,0,train,5,3552.34,710.4680000000001,0.274,0.2,1,3.2,4,2025-09-17,13,1.0,1.0,57.5,0.0,2025-09-30,1,4,0,0,0,0,0,0,2025-09-30,bundle_discount,25,medium,Silver,Missing,461
CUST00689,2025-03-31,Tier 1,35-44,Organic,Gold,Hair Care,Dry,No,2025-09-30,0,train,4,4514.3099999999995,1128.5774999999999,0.1,0.0,0,3.75,4,2025-07-22,70,0.0,0.0,0.0,0.0,2025-09-30,13,68,6,4,4,0,0,19,2025-09-30,new_launch,12,medium,Gold,Dry,183
CUST00690,2025-01-14,Tier 2,45+,Instagram,,Skin Care,,Yes,2025-09-30,0,validation,5,5697.91,1139.5819999999999,0.304,0.0,0,3.8,3,2025-09-26,4,1.0,0.0,8.7,0.0,2025-09-30,11,48,6,2,1,10,3,10,2025-09-30,welcome_offer,40,low,Not enrolled,Missing,259
CUST00691,2024-08-14,Tier 2,25-34,Google Search,,Wellness,,Yes,2025-09-30,0,train,3,2927.57,975.8566666666667,0.42333333333333334,0.0,0,3.0,2,2025-07-31,61,0.0,0.0,0.0,0.0,2025-09-30,14,38,7,4,4,6,3,18,2025-09-30,none,25,medium,Not enrolled,Missing,412
CUST00692,2024-04-23,Tier 2,35-44,Referral,,Baby Care,Normal,Yes,2025-09-30,1,train,3,1850.73,616.91,0.37333333333333335,0.0,0,3.6666666666666665,1,2025-08-03,58,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,4,1,16,2025-09-30,bundle_discount,12,high,Not enrolled,Normal,525
CUST00693,2024-03-07,Tier 3,18-24,Organic,Gold,Makeup,Sensitive,Yes,2025-09-30,1,train,5,6136.5,1227.3,0.18,0.0,0,4.2,4,2025-05-06,147,2.0,1.0,31.3,0.0,2025-09-30,0,0,0,0,0,3,0,5,2025-09-30,bundle_discount,18,high,Gold,Sensitive,572
CUST00694,2025-06-29,Tier 2,25-34,Organic,,Hair Care,,No,2025-09-30,1,train,1,345.14,345.14,0.23,0.0,0,3.0,1,2025-07-18,74,0.0,0.0,0.0,0.0,2025-09-30,14,50,3,1,2,0,0,12,2025-09-30,none,18,medium,Not enrolled,Missing,93
CUST00695,2025-02-20,Tier 2,25-34,Referral,,Makeup,,Yes,2025-09-30,1,train,1,616.85,616.85,0.41,0.0,0,4.0,1,2025-03-16,198,1.0,0.0,33.1,1.0,2025-09-30,4,21,1,1,1,4,0,48,2025-09-30,bundle_discount,25,high,Not enrolled,Missing,222
CUST00696,2024-01-06,Tier 1,25-34,Organic,Silver,Wellness,Dry,No,2025-09-30,0,train,5,4814.21,962.842,0.31,0.0,0,4.0,4,2025-08-21,40,1.0,1.0,4.6,0.0,2025-09-30,1,4,0,0,0,0,0,8,2025-09-30,bundle_discount,40,medium,Silver,Dry,633
CUST00697,2024-06-17,Tier 1,25-34,Marketplace,,Hair Care,Oily,Yes,2025-09-30,0,train,4,3657.69,914.4225,0.2275,0.25,1,4.0,4,2025-01-26,247,1.0,1.0,25.1,0.0,2025-09-30,1,3,0,0,0,0,0,47,2025-09-30,none,12,high,Not enrolled,Oily,470
CUST00698,2024-04-20,Tier 3,25-34,Organic,Gold,Hair Care,Dry,No,2025-09-30,0,train,8,5318.95,664.86875,0.25,0.375,3,3.625,4,2025-09-16,14,4.0,1.0,21.55,0.25,2025-09-30,11,33,4,1,2,0,0,16,2025-09-30,new_launch,40,medium,Gold,Dry,528
CUST00699,2025-04-02,Tier 1,25-34,Instagram,,Hair Care,,Yes,2025-09-30,0,train,4,2191.5099999999998,547.8774999999999,0.3825,0.0,0,3.75,4,2025-08-14,47,0.0,0.0,0.0,0.0,2025-09-30,15,49,1,1,0,3,0,20,2025-09-30,free_shipping,25,medium,Not enrolled,Missing,181
CUST00700,2024-11-04,Tier 2,25-34,Instagram,,Skin Care,Combination,Yes,2025-09-30,0,train,4,3589.62,897.405,0.1675,0.0,0,4.25,4,2025-08-12,49,0.0,0.0,0.0,0.0,2025-09-30,1,4,0,0,0,0,0,22,2025-09-30,new_launch,25,high,Not enrolled,Combination,330
CUST00701,2024-01-11,Tier 2,25-34,Referral,Silver,Skin Care,,No,2025-09-30,1,train,5,6476.26,1295.252,0.162,0.0,0,4.4,3,2025-05-31,122,1.0,0.0,9.8,0.0,2025-09-30,10,25,3,1,1,0,0,26,2025-09-30,free_shipping,25,high,Silver,Missing,628
CUST00702,2024-07-16,Tier 1,18-24,Marketplace,Silver,Fragrance,Normal,Yes,2025-09-30,1,train,6,8044.75,1340.7916666666667,0.21333333333333335,0.16666666666666666,1,4.5,4,2025-07-15,77,2.0,1.0,25.299999999999997,0.0,2025-09-30,2,8,0,1,0,0,0,16,2025-09-30,none,12,high,Silver,Normal,441
CUST00703,2025-03-31,Tier 1,18-24,Instagram,,Baby Care,Normal,No,2025-09-30,1,validation,1,360.06,360.06,0.31,0.0,0,3.0,1,2025-06-18,104,0.0,0.0,0.0,0.0,2025-09-30,3,8,2,0,0,0,0,27,2025-09-30,none,12,high,Not enrolled,Normal,183
CUST00704,2024-05-29,Tier 1,18-24,Google Search,,Skin Care,Normal,Yes,2025-09-30,1,train,4,3057.83,764.4575,0.3275,0.0,0,3.75,3,2025-09-08,22,1.0,1.0,35.2,0.0,2025-09-30,12,31,4,0,3,1,0,0,2025-09-30,new_launch,40,low,Not enrolled,Normal,489
CUST00705,2025-07-26,Tier 2,35-44,Instagram,,Wellness,Oily,Yes,2025-09-30,1,train,1,872.61,872.61,0.0,1.0,1,5.0,1,2025-09-18,12,1.0,1.0,8.2,0.0,2025-09-30,1,3,0,0,0,3,0,5,2025-09-30,new_launch,0,high,Not enrolled,Oily,66
CUST00706,2025-09-06,Tier 3,35-44,Referral,,Skin Care,Sensitive,Yes,2025-09-30,0,test,1,439.07,439.07,0.33,0.0,0,5.0,1,2025-09-28,2,0.0,0.0,0.0,0.0,2025-09-30,2,7,1,0,0,1,0,0,2025-09-30,bundle_discount,12,low,Not enrolled,Sensitive,24
CUST00707,2024-08-12,Tier 2,45+,Marketplace,,Skin Care,Combination,No,2025-09-30,0,validation,3,2254.12,751.3733333333333,0.22333333333333336,0.0,0,3.6666666666666665,3,2025-03-25,189,2.0,1.0,28.45,0.5,2025-09-30,10,53,4,2,3,0,0,19,2025-09-30,free_shipping,25,high,Not enrolled,Combination,414
CUST00708,2024-07-29,Tier 3,25-34,Instagram,,Hair Care,Normal,Yes,2025-09-30,0,validation,6,5342.67,890.445,0.3283333333333333,0.0,0,4.0,4,2025-08-16,45,1.0,1.0,49.7,0.0,2025-09-30,5,20,0,1,0,4,0,5,2025-09-30,free_shipping,40,medium,Not enrolled,Normal,428
CUST00709,2025-01-03,Tier 1,18-24,Instagram,,Fragrance,,Yes,2025-09-30,1,test,1,1966.47,1966.47,0.13,0.0,0,3.0,1,2025-05-24,129,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,4,0,17,2025-09-30,bundle_discount,25,high,Not enrolled,Missing,270
CUST00710,2024-06-29,Tier 3,35-44,Instagram,Silver,Hair Care,Oily,Yes,2025-09-30,0,validation,8,5514.42,689.3025,0.28875,0.0,0,4.0,5,2025-09-14,16,2.0,0.5,25.25,0.0,2025-09-30,8,25,2,2,1,1,0,0,2025-09-30,free_shipping,25,low,Silver,Oily,458
CUST00711,2025-01-16,Tier 3,35-44,Influencer,Platinum,Fragrance,,Yes,2025-09-30,0,train,8,5430.3,678.7875,0.41000000000000003,0.125,1,4.5,2,2025-09-11,19,2.0,1.0,32.349999999999994,0.5,2025-09-30,10,50,4,1,2,4,2,13,2025-09-30,new_launch,25,medium,Platinum,Missing,257
CUST00712,2024-07-15,Tier 2,25-34,Google Search,,Baby Care,Oily,No,2025-09-30,0,train,4,1928.79,482.1975,0.3225,0.0,0,3.75,3,2025-09-26,4,1.0,1.0,28.9,1.0,2025-09-30,2,12,1,1,1,0,0,0,2025-09-30,bundle_discount,0,low,Not enrolled,Oily,442
CUST00713,2024-06-01,Tier 1,25-34,Organic,Gold,Fragrance,Normal,No,2025-09-30,0,train,9,9076.15,1008.4611111111111,0.3022222222222222,0.1111111111111111,1,3.4444444444444446,5,2025-09-27,3,3.0,1.0,10.566666666666666,0.0,2025-09-30,10,45,1,3,1,0,0,0,2025-09-30,bundle_discount,18,medium,Gold,Normal,486
CUST00714,2024-03-07,Tier 1,18-24,Organic,Silver,Hair Care,Normal,Yes,2025-09-30,0,train,6,2681.75,446.9583333333333,0.385,0.16666666666666666,1,3.8333333333333335,3,2025-08-21,40,1.0,1.0,20.6,0.0,2025-09-30,2,5,1,0,0,2,1,0,2025-09-30,bundle_discount,12,medium,Silver,Normal,572
CUST00715,2025-05-21,Tier 2,25-34,Marketplace,Silver,Baby Care,Dry,Yes,2025-09-30,0,train,3,954.63,318.21,0.5166666666666666,0.0,0,3.6666666666666665,3,2025-09-05,25,0.0,0.0,0.0,0.0,2025-09-30,4,24,1,0,0,1,0,14,2025-09-30,bundle_discount,40,low,Silver,Dry,132
CUST00716,2024-11-09,Tier 1,25-34,Instagram,Gold,Skin Care,Oily,Yes,2025-09-30,0,test,6,2828.0600000000004,471.3433333333334,0.37000000000000005,0.0,0,4.5,4,2025-09-24,6,1.0,1.0,28.1,0.0,2025-09-30,14,44,2,4,1,8,2,0,2025-09-30,welcome_offer,18,medium,Gold,Oily,325
CUST00717,2025-08-20,Tier 2,18-24,Google Search,,Hair Care,Sensitive,No,2025-09-30,0,train,1,884.85,884.85,0.31,0.0,0,5.0,1,2025-09-30,0,0.0,0.0,0.0,0.0,2025-09-30,6,18,3,1,1,0,0,7,2025-09-30,welcome_offer,25,low,Not enrolled,Sensitive,41
CUST00718,2024-08-27,Tier 1,25-34,Influencer,,Hair Care,Normal,Yes,2025-09-30,1,validation,2,697.62,348.81,0.325,0.0,0,4.0,2,2025-06-05,117,0.0,0.0,0.0,0.0,2025-09-30,2,5,1,0,1,4,1,35,2025-09-30,bundle_discount,18,high,Not enrolled,Normal,399
CUST00719,2024-03-14,Tier 2,25-34,Google Search,Silver,Skin Care,,No,2025-09-30,0,train,4,2610.39,652.5975,0.37,0.25,1,4.25,3,2025-04-15,168,1.0,0.0,1.0,0.0,2025-09-30,2,5,1,0,1,0,0,38,2025-09-30,free_shipping,40,high,Silver,Missing,565
CUST00720,2024-05-21,Tier 2,45+,Marketplace,Gold,Skin Care,Sensitive,Yes,2025-09-30,1,train,5,3086.61,617.322,0.406,0.2,1,3.6,3,2024-12-13,291,2.0,1.0,23.75,0.0,2025-09-30,1,5,0,0,0,3,1,53,2025-09-30,welcome_offer,12,high,Gold,Sensitive,497
CUST00721,2025-08-16,Tier 1,35-44,Marketplace,Platinum,Wellness,Combination,Yes,2025-09-30,0,train,1,1856.99,1856.99,0.1,0.0,0,3.0,1,2025-09-16,14,0.0,0.0,0.0,0.0,2025-09-30,8,24,1,2,1,4,1,0,2025-09-30,bundle_discount,18,low,Platinum,Combination,45
CUST00722,2025-08-24,Tier 2,35-44,Marketplace,,Makeup,Sensitive,No,2025-09-30,1,validation,1,256.54,256.54,0.6,1.0,1,4.0,1,2025-08-31,30,1.0,1.0,29.4,1.0,2025-09-30,1,3,0,0,0,0,0,0,2025-09-30,welcome_offer,18,high,Not enrolled,Sensitive,37
CUST00723,2025-03-25,Tier 2,25-34,Google Search,,Skin Care,,Yes,2025-09-30,1,train,1,546.81,546.81,0.1,0.0,0,3.0,1,2025-07-23,69,0.0,0.0,0.0,0.0,2025-09-30,7,31,1,1,1,2,1,21,2025-09-30,bundle_discount,25,medium,Not enrolled,Missing,189
CUST00724,2025-03-05,Tier 2,25-34,Organic,Silver,Skin Care,Normal,Yes,2025-09-30,0,test,2,1014.94,507.47,0.12,0.0,0,5.0,2,2025-09-22,8,0.0,0.0,0.0,0.0,2025-09-30,8,41,3,0,1,5,2,0,2025-09-30,welcome_offer,12,low,Silver,Normal,209
CUST00725,2024-12-04,Tier 3,25-34,Influencer,,Hair Care,Combination,Yes,2025-09-30,1,test,3,2162.5,720.8333333333334,0.37333333333333335,0.0,0,3.0,3,2025-05-12,141,0.0,0.0,0.0,0.0,2025-09-30,0,0,0,0,0,0,0,37,2025-09-30,new_launch,18,high,Not enrolled,Combination,300
CUST00726,2024-04-21,Tier 3,25-34,Marketplace,,Skin Care,,Yes,2025-09-30,0,train,10,7976.49,797.649,0.33899999999999997,0.1,1,3.9,6,2025-06-24,98,4.0,0.75,22.6,0.25,2025-09-30,10,55,4,3,3,5,0,19,2025-09-30,none,40,high,Not enrolled,Missing,527
CUST00727,2024-07-10,Tier 3,18-24,Google Search,,Skin Care,Normal,Yes,2025-09-30,1,validation,5,3822.01,764.402,0.32,0.2,1,3.6,3,2025-09-22,8,1.0,1.0,15.2,0.0,2025-09-30,10,40,3,1,1,6,2,7,2025-09-30,bundle_discount,25,low,Not enrolled,Normal,447
CUST00728,2025-02-24,Tier 3,25-34,Instagram,,Makeup,Combination,No,2025-09-30,1,train,1,396.38,396.38,0.22,1.0,1,5.0,1,2025-07-26,66,1.0,1.0,35.7,0.0,2025-09-30,6,19,1,1,0,0,0,17,2025-09-30,free_shipping,0,medium,Not enrolled,Combination,218
CUST00729,2025-03-18,Tier 2,35-44,Instagram,,Hair Care,Dry,Yes,2025-09-30,1,train,1,1324.83,1324.83,0.38,0.0,0,3.0,1,2025-05-13,140,0.0,0.0,0.0,0.0,2025-09-30,1,5,0,0,0,5,1,42,2025-09-30,welcome_offer,25,high,Not enrolled,Dry,196
CUST00730,2024-05-26,Tier 3,25-34,Marketplace,,Hair Care,Normal,No,2025-09-30,0,train,2,1923.08,961.54,0.32999999999999996,0.0,0,2.5,2,2025-02-10,232,0.0,0.0,0.0,0.0,2025-09-30,3,13,1,1,0,0,0,43,2025-09-30,new_launch,40,high,Not enrolled,Normal,492
CUST00731,2024-10-21,Tier 3,25-34,Google Search,Gold,Makeup,Combination,Yes,2025-09-30,1,test,2,1457.58,728.79,0.38,0.0,0,4.5,1,2025-05-17,136,0.0,0.0,0.0,0.0,2025-09-30,2,6,1,1,1,2,1,18,2025-09-30,welcome_offer,12,high,Gold,Combination,344
CUST00732,2025-03-18,Tier 3,25-34,Instagram,,Hair Care,Oily,Yes,2025-09-30,0,train,1,402.61,402.61,0.13,0.0,0,5.0,1,2025-09-24,6,1.0,1.0,35.1,0.0,2025-09-30,6,34,2,1,1,2,1,4,2025-09-30,welcome_offer,18,medium,Not enrolled,Oily,196
CUST00733,2024-10-25,Tier 1,35-44,Marketplace,Gold,Wellness,Combination,No,2025-09-30,0,train,3,1661.19,553.73,0.19666666666666668,0.0,0,3.6666666666666665,2,2025-07-26,66,0.0,0.0,0.0,0.0,2025-09-30,5,18,1,0,0,0,0,8,2025-09-30,none,40,medium,Gold,Combination,340
CUST00734,2024-04-17,Tier 2,25-34,Google Search,,Skin Care,Oily,Yes,2025-09-30,0,test,5,4981.82,996.3639999999999,0.366,0.2,1,4.2,3,2025-07-03,89,2.0,1.0,14.95,0.0,2025-09-30,6,19,3,0,2,4,0,30,2025-09-30,welcome_offer,40,high,Not enrolled,Oily,531
